"publisher","name","align","eye","hair","sex","alive","appearances","year"
"marvel","Stranger (Cosmic Being) (Earth-616)","Neutral","White","White","Male","Living",79,1965
"marvel","Lillian Crawley (Earth-616)","Good","others","Brown","Female","Deceased",79,1983
"marvel","Russell Collins (Earth-616)","Good","Blue","Red","Male","Deceased",78,1986
"marvel","Michael Badilino (Earth-616)","Bad","Brown","Black","Male","Deceased",78,1992
"marvel","Helen Takahama (Earth-616)","Good","Blue","Black","Female","Living",78,1997
"marvel","En Sabah Nur (Evan Sabahnur) (Earth-616)","Good","Black","Black","Male","Living",78,2011
"marvel","Maria Callasantos (Earth-616)","Bad","Brown","Brown","Female","Deceased",77,1991
"marvel","Sally Avril (Earth-616)","Good","Brown","Black","Female","Deceased",76,1962
"marvel","Ebenezer Laughton (Earth-616)","Bad","Brown","Brown","Male","Living",76,1964
"marvel","Pluto (Olympian) (Earth-616)","Bad","others","Black","Male","Deceased",76,1966
"marvel","Mariko Yashida (Earth-616)","Good","Brown","Black","Female","Deceased",76,1979
"marvel","Dallas Riordan (Earth-616)","Good","Blue","Red","Female","Living",76,1997
"marvel","Hannibal King (Earth-616)","Good","Brown","Brown","Male","Living",75,1974
"marvel","Thomas Cassidy (Earth-616)","Bad","Blue","Black","Male","Living",75,1976
"marvel","Kara Killgrave (Earth-616)","Good","others","Black","Female","Living",75,1986
"marvel","Jess\u00e1n Hoan (Earth-616)","Good","Brown","Black","Female","Living",75,1988
"marvel","Daisy Johnson (Earth-616)","Good","Blue","Black","Female","Living",75,2004
"marvel","John Horton (Earth-616)","Bad","Yellow","others","Male","Living",74,1972
"marvel","Cecilia Reyes (Earth-616)","Good","Brown","Brown","Female","Living",74,1997
"marvel","Barnell Bohusk (Earth-616)","Good","Blue","Blond","Male","Living",74,2001
"marvel","Victor Mancha (Earth-616)","Good","Green","Brown","Male","Living",74,2005
"marvel","Samuel Smithers (Earth-616)","Bad","Green","others","Male","Living",73,1963
"marvel","Wilbur Day (Earth-616)","Bad","Blue","Bald","Male","Deceased",73,1965
"marvel","Silvio Manfredi (Earth-616)","Bad","Blue","others","Male","Living",73,1969
"marvel","Richard Fisk (Earth-616)","Bad","Blue","Blond","Male","Deceased",73,1970
"marvel","Edward Whelan (Earth-616)","Neutral","Brown","Brown","Male","Living",73,1982
"marvel","Donald Gill (Earth-616)","Neutral","Blue","others","Male","Living",73,1987
"marvel","Alani Ryan (Earth-616)","Good","Brown","Brown","Female","Living",73,2004
"marvel","Aarkus (Earth-616)","Good","White","No","Male","Living",72,1940
"marvel","Aloysius Kare (Earth-616)","Good","Brown","Black","Male","Deceased",72,1950
"marvel","Ringo Kid (Earth-616)","Good","Brown","Brown","Male","Living",72,1954
"marvel","Esteban Coraz\u00f3n de Ablo (Earth-616)","Bad","Brown","Black","Male","Living",72,1964
"marvel","Marvin Flumm (Earth-616)","Bad","Brown","Black","Male","Living",72,1966
"marvel","Nathaniel Richards (Earth-616)","Neutral","Brown","others","Male","Living",72,1984
"marvel","Cameron Hodge (Earth-616)","Bad","Blue","others","Male","Deceased",72,1986
"marvel","Stacy Dolan (Earth-616)","Good","Brown","Brown","Female","Living",72,1990
"marvel","Sleepwalker (Earth-616)","Good","Red","No","Male","Living",72,1991
"marvel","Ivan Kragoff (Earth-616)","Bad","Brown","others","Male","Living",71,1963
"marvel","Marco Scarlotti (Earth-616)","Bad","Blue","Blond","Male","Deceased",71,1968
"marvel","Jennifer Takeda (Earth-616)","Good","Brown","Black","Female","Living",71,2010
"marvel","Robert Grayson (Earth-616)","Good","Blue","Blond","Male","Living",70,1950
"marvel","Boris Bullski (Earth-616)","Bad","Blue","Brown","Male","Living",70,1965
"marvel","Maximillian Coleridge (Earth-616)","Good","Blue","Blond","Male","Living",70,1976
"marvel","Oracle (Sybil) (Earth-616)","Good","others","Blond","Female","Living",70,1977
"marvel","Hope Abbott (Earth-616)","Good","others","Brown","Female","Living",70,2005
"marvel","Nicholas Fury, Jr. (Earth-616)","Good","others","Bald","Male","Living",70,2012
"marvel","Fin Fang Foom (Earth-616)","Bad","Red","No","Male","Living",69,1961
"marvel","Shalla-Bal (Earth-616)","Good","Blue","Black","Female","Living",69,1968
"marvel","Samuel Saxon (Earth-616)","Bad","Brown","Bald","Male","Living",69,1969
"marvel","Jean DeWolff (Earth-616)","Good","Green","Blond","Female","Deceased",69,1976
"marvel","Blanche Sitznski (Earth-616)","Bad","Green","Blond","Female","Living",69,1980
"marvel","Tanya Sealy (Earth-616)","Neutral","Green","Black","Female","Living",69,1980
"marvel","Joy Mercado (Earth-616)","Good","Blue","Blond","Female","Living",69,1983
"marvel","Bennet du Paris (Earth-616)","Bad","White","Black","Male","Living",69,1993
"marvel","Martha Franklin (Earth-616)","Good","Blue","Black","Female","Deceased",69,1998
"marvel","Bentley Wittman (Clone) (Earth-616)","Good","Brown","Brown","Male","Living",69,2009
"marvel","Jerome Beechman (Earth-616)","Bad","Black","Brown","Male","Living",68,1973
"marvel","Tyros (Earth-616)","Bad","others","No","Male","Deceased",68,1979
"marvel","Yukio (Earth-616)","Neutral","Brown","Black","Female","Living",68,1982
"marvel","Lila Cheney (Earth-616)","Good","Blue","Black","Female","Living",68,1984
"marvel","Thomas Fireheart (Earth-616)","Neutral","Green","Black","Male","Living",68,1984
"marvel","Criti Noll (Clone) (Earth-616)","Bad","Green","No","Female","Deceased",68,2006
"marvel","Kenneth Hale (Earth-616)","Good","Brown","Brown","Male","Living",67,1954
"marvel","Korg (Earth-616)","Good","Black","No","Male","Living",67,1962
"marvel","Mark Raxton (Earth-616)","Good","others","Blond","Male","Living",67,1965
"marvel","Calvin Rankin (Earth-616)","Good","Brown","Brown","Male","Living",67,1966
"marvel","Basil Sandhurst (Earth-616)","Bad","White","Black","Male","Living",67,1969
"marvel","Hobie Brown (Earth-616)","Good","Brown","Black","Male","Living",67,1969
"marvel","Topaz (Earth-616)","Good","Brown","Black","Female","Living",67,1974
"marvel","Shadow King (Earth-616)","Bad","Red","No","Male","Living",67,1979
"marvel","William Cross (Earth-616)","Bad","Blue","White","Male","Living",67,1979
"marvel","Lance Bannon (Earth-616)","Good","Blue","Brown","Male","Deceased",67,1980
"marvel","Rita DeMara (Earth-616)","Good","Blue","others","Female","Living",67,1986
"marvel","Romulus Augustulus (Earth-616)","Bad","Brown","Blond","Male","Living",66,1963
"marvel","Super-Adaptoid (Earth-616)","Bad","Black","No","Male","Living",66,1966
"marvel","John Proudstar (Earth-616)","Good","Brown","Black","Male","Deceased",66,1975
"marvel","Christoph Nord (Earth-616)","Good","Blue","Black","Male","Living",66,1992
"marvel","Maya Lopez (Earth-616)","Good","Brown","Black","Female","Deceased",66,1999
"marvel","Old Lace (Earth-616)","Good","Red","No","Female","Living",66,2003
"marvel","Humberto Lopez (Earth-616)","Good","Blue","Black","Male","Deceased",66,2009
"marvel","Morgan le Fay (Earth-616)","Bad","Green","others","Female","Living",65,1955
"marvel","Luchino Nefaria (Earth-616)","Bad","Blue","Black","Male","Living",65,1965
"marvel","Jennifer Kale (Earth-616)","Good","Blue","Blond","Female","Deceased",65,1972
"marvel","Douglas Scott (Earth-616)","Bad","Blue","Bald","Male","Living",65,1981
"marvel","Ashley Kafka (Earth-616)","Good","Blue","Black","Female","Deceased",65,1991
"marvel","Shuri (Earth-616)","Good","Brown","Black","Female","Living",65,2005
"marvel","Justin Hammer (Earth-616)","Bad","Blue","others","Male","Deceased",64,1979
"marvel","Michael Steel (Earth-616)","Bad","White","No","Male","Living",64,1980
"marvel","Kristoff Vernard (Earth-616)","Good","Brown","Brown","Male","Living",64,1982
"marvel","Gateway (Earth-616)","Good","Brown","Black","Male","Deceased",64,1988
"marvel","Lily Hollister (Earth-616)","Bad","Brown","Black","Female","Living",64,2008
"marvel","Tyr Odinson (Earth-616)","Bad","Blue","Black","Male","Deceased",63,1962
"marvel","Krang (Earth-616)","Neutral","Blue","Black","Male","Living",63,1963
"marvel","Zebediah Killgrave (Earth-616)","Bad","others","others","Male","Living",63,1964
"marvel","En Dwi Gast (Earth-616)","Bad","Red","White","Male","Living",63,1969
"marvel","Arthur Stacy (Earth-616)","Good","Blue","others","Male","Living",63,1971
"marvel","David Griffith (Earth-616)","Good","Blue","Blond","Male","Living",63,1972
"marvel","Franklin Hall (Earth-616)","Bad","Blue","White","Male","Living",63,1977
"marvel","Simon Utrecht (Earth-616)","Bad","Brown","others","Male","Living",63,1980
"marvel","Vertigo (Savage Land Mutate) (Earth-616)","Bad","Blue","others","Female","Deceased",63,1982
"marvel","Armando Mu\u00f1oz (Earth-616)","Good","White","No","Male","Living",63,2006
"marvel","Jeanne Foucault (Earth-616)","Good","Blue","Black","Female","Living",63,2010
"marvel","Bruno Horgan (Earth-616)","Bad","Brown","Brown","Male","Deceased",62,1963
"marvel","Owen Reece (Earth-616)","Neutral","Blue","Brown","Male","Deceased",62,1963
"marvel","Phineas Mason (Earth-616)","Neutral","others","White","Male","Living",62,1963
"marvel","Man-Beast (Earth-616)","Bad","Red","Brown","Male","Living",62,1966
"marvel","Candace Southern (Earth-616)","Good","Blue","Black","Female","Deceased",62,1967
"marvel","Heather Glenn (Earth-616)","Good","Blue","Black","Female","Deceased",62,1975
"marvel","Rintrah (Earth-616)","Good","Brown","others","Male","Living",62,1986
"marvel","Kevin Masterson (Earth-616)","Good","Blue","Blond","Male","Living",62,1988
"marvel","Arkady Rossovich (Earth-616)","Bad","Red","Blond","Male","Deceased",62,1992
"marvel","Karima Shapandar (Earth-616)","Good","Brown","Black","Female","Living",62,2000
"marvel","Norah Winters (Earth-616)","Good","Blue","Blond","Female","Living",62,2008
"marvel","Brandon Sharpe (Earth-616)","Good","Brown","Black","Male","Living",62,2010
"marvel","Plan Chu (Earth-616)","Bad","Blue","Bald","Male","Deceased",61,1956
"marvel","William Connors (Earth-616)","Good","Blue","Blond","Male","Deceased",61,1963
"marvel","Modred (Earth-616)","Neutral","Blue","others","Male","Living",61,1975
"marvel","James Darnell (Earth-616)","Bad","Brown","Brown","Male","Living",61,1980
"marvel","Venus (Siren) (Earth-616)","Good","Blue","Blond","Female","Living",61,2006
"marvel","Lance Temple (Outlaw Kid) (Earth-616)","Good","Blue","Blond","Male","Deceased",60,1954
"marvel","Impossible Man (Earth-616)","Neutral","others","No","Male","Living",60,1963
"marvel","Robert Hunter (Earth-616)","Bad","Blue","White","Male","Living",60,1974
"marvel","Onslaught (Psychic Entity) (Earth-616)","Bad","Red","No","Male","Living",60,1996
"marvel","Irene Merryweather (Earth-616)","Good","Brown","Brown","Female","Living",60,1997
"marvel","Kro (Earth-616)","Bad","Red","Bald","Male","Living",59,1940
"marvel","Billy Russo (Earth-616)","Bad","Blue","Black","Male","Deceased",59,1976
"marvel","Anath-Na Mut (Earth-616)","Bad","Red","Bald","Male","Living",59,1977
"marvel","Gilgamesh (Earth-616)","Good","Blue","Black","Male","Living",59,1977
"marvel","Ruth Bat-Seraph (Earth-616)","Good","Brown","Black","Female","Living",59,1980
"marvel","Sofia Mantega (Earth-616)","Good","Brown","Brown","Female","Living",59,2003
"marvel","Nezhno Abidemi (Earth-616)","Good","Blue","Bald","Male","Living",59,2006
"marvel","Thomas Shepherd (Earth-616)","Good","Green","White","Male","Living",59,2006
"marvel","Ken Mack (Earth-616)","Good","Brown","Black","Male","Deceased",59,2010
"marvel","Robert Diamond (Earth-616)","Good","Blue","Blond","Male","Living",58,1974
"marvel","Cassandra Webb (Earth-616)","Good","others","Black","Female","Deceased",58,1980
"marvel","Claudette and Nicole St. Croix (Earth-616)","Good","Brown","Black","Female","Living",58,1994
"marvel","Greg Willis (Earth-616)","Good","Blue","Brown","Male","Living",58,2005
"marvel","Daniel Brito (Earth-616)","Bad","Brown","Black","Male","Deceased",57,1964
"marvel","Jackson Brice (Earth-616)","Bad","Brown","Brown","Male","Deceased",57,1964
"marvel","Quincy Harker (Earth-616)","Good","Blue","White","Male","Deceased",57,1973
"marvel","Duvid Fortunov (Earth-616)","Good","Blue","Brown","Male","Living",57,1975
"marvel","Philippa Sontag (Earth-616)","Bad","others","Black","Female","Living",57,1986
"marvel","Laurie Tromette (Earth-616)","Good","Blue","Brown","Female","Living",57,2010
"marvel","Max Modell (Earth-616)","Good","Blue","Red","Male","Living",57,2011
"marvel","Arthur Pendragon (Earth-616)","Good","Blue","Brown","Male","Living",56,1944
"marvel","Hera Argeia (Earth-616)","Bad","Blue","Blond","Female","Living",56,1949
"marvel","Johann Fennhoff (Earth-616)","Bad","Blue","Red","Male","Living",56,1968
"marvel","Mesmero (Vincent) (Earth-616)","Neutral","Green","Brown","Male","Living",56,1968
"marvel","James Braddock Jr. (Earth-616)","Neutral","Blue","Black","Male","Deceased",56,1976
"marvel","Nebula (Earth-616)","Bad","Blue","Bald","Female","Living",56,1985
"marvel","Blackout (Lilin) (Earth-616)","Bad","Red","White","Male","Living",56,1990
"marvel","Garrison Kane (Earth-616)","Bad","Blue","Black","Male","Deceased",56,1991
"marvel","Phyla-Vell (Earth-616)","Good","Blue","White","Female","Deceased",56,2004
"marvel","Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)","Good","Yellow","No","Male","Living",55,1979
"marvel","Cleo Nefertiti (Earth-616)","Neutral","Brown","Black","Female","Living",55,1985
"marvel","Stan Lee (Earth-616)","Good","Brown","Black","Male","Living",54,1963
"marvel","Hector Ayala (Earth-616)","Good","Brown","Black","Male","Deceased",54,1975
"marvel","Mister Negative (Earth-616)","Bad","Brown","Black","Male","Living",54,2007
"marvel","William Lumpkin (Earth-616)","Good","Blue","others","Male","Living",53,1963
"marvel","Bova Ayrshire (Earth-616)","Good","Brown","Brown","Female","Deceased",53,1974
"marvel","Seth (Earth-616)","Bad","Brown","Red","Male","Living",53,1975
"marvel","Nikolai Krylenko (Earth-616)","Neutral","Blue","Red","Male","Living",53,1978
"marvel","Valinor (Earth-616)","Neutral","Brown","Black","Male","Living",53,1979
"marvel","Alexander Pierce (Earth-616)","Good","Brown","Brown","Male","Living",53,1988
"marvel","Vanessa Carlysle (Earth-616)","Neutral","Red","White","Female","Living",53,1991
"marvel","Donyell Taylor (Earth-616)","Good","Brown","Black","Male","Living",53,1993
"marvel","Teon Macik (Earth-616)","Good","Brown","Brown","Male","Living",53,2010
"marvel","Eva Bell (Earth-616)","Good","Blue","Black","Female","Living",53,2013
"marvel","Zuras (Earth-616)","Good","Blue","Red","Male","Deceased",52,1940
"marvel","Steven Rogers (William Burnside) (Earth-616)","Neutral","Blue","Blond","Male","Living",52,1953
"marvel","Tana Nile (Earth-616)","Good","Blue","Black","Female","Deceased",52,1966
"marvel","Turk Barrett (Earth-616)","Bad","Brown","Black","Male","Living",52,1970
"marvel","Argon (Microverse) (Earth-616)","Neutral","Blue","Blond","Male","Deceased",52,1979
"marvel","Fabian Stankowicz (Earth-616)","Good","Blue","others","Male","Living",52,1982
"marvel","Manuel de la Rocha (Earth-616)","Bad","Brown","Brown","Male","Living",52,1984
"marvel","Graydon Creed (Earth-616)","Bad","Blue","Brown","Male","Deceased",52,1993
"marvel","Max Eisenhardt (Joseph) (Earth-616)","Bad","Blue","White","Male","Living",52,1995
"marvel","Seward Trainer (Earth-616)","Bad","Brown","Brown","Male","Deceased",52,1995
"marvel","Gunther Bain (Earth-616)","Bad","Blue","Black","Male","Deceased",51,1964
"marvel","Robert Farrell (Earth-616)","Neutral","Brown","Black","Male","Living",51,1977
"marvel","Maximillian Zaran (Earth-616)","Bad","Blue","Red","Male","Living",51,1979
"marvel","Mikhail Ursus (Earth-616)","Good","Brown","Brown","Male","Living",51,1981
"marvel","Joshua Guthrie (Earth-616)","Good","Green","Red","Male","Deceased",51,1984
"marvel","Antonio Rodriguez (Earth-616)","Neutral","Brown","No","Male","Living",51,1985
"marvel","Jack Hammer (Earth-616)","Neutral","Brown","Black","Male","Living",51,1993
"marvel","Neal Shaara (Earth-616)","Good","Brown","Black","Male","Living",51,2000
"marvel","John Jonah Jameson, Sr. (Earth-616)","Good","Brown","White","Male","Living",51,2009
"marvel","Terry Vance (Earth-616)","Good","Blue","others","Male","Living",50,1940
"marvel","Aphrodite Ourania (Earth-616)","Good","Blue","Blond","Female","Living",50,1948
"marvel","M-11 (Earth-616)","Good","Yellow","No","Male","Living",50,1954
"marvel","Sir Percy of Scandia (Earth-616)","Good","Blue","Blond","Male","Deceased",50,1955
"marvel","Llyra Morris (Earth-616)","Bad","Green","others","Female","Living",50,1970
"marvel","Robert Kelly (Earth-616)","Neutral","Brown","Brown","Male","Deceased",50,1980
"marvel","Amelia Voght (Earth-616)","Neutral","Green","Red","Female","Living",50,1993
"marvel","Marshall Stone III (Earth-616)","Neutral","Black","Black","Male","Living",50,1993
"marvel","Alexei Kravinoff (Earth-616)","Bad","Brown","Black","Male","Living",50,1997
"marvel","Guy Smith (Earth-616)","Good","others","White","Male","Deceased",50,2001
"marvel","Tike Alicar (Earth-616)","Good","Brown","Black","Male","Deceased",50,2001
"marvel","Eden Fesi (Earth-616)","Good","Brown","Black","Male","Living",50,2009
"marvel","Raymond Dawson (Earth-616)","Good","Brown","Black","Male","Living",49,1940
"marvel","Tania Belinskaya (Earth-616)","Neutral","Blue","Black","Female","Living",49,1976
"marvel","William Nasland (Earth-616)","Good","Blue","Black","Male","Deceased",49,1977
"marvel","Roger Bochs (Earth-616)","Good","Blue","Red","Male","Deceased",49,1983
"marvel","Marcus Stone (Earth-616)","Good","Brown","Black","Male","Living",49,1989
"marvel","Deidre Wentworth (Earth-616)","Bad","Blue","Black","Female","Living",49,1991
"marvel","Fabian Cortez (Earth-616)","Bad","Blue","Brown","Male","Deceased",49,1991
"marvel","Rumiko Fujikawa (Earth-616)","Good","Brown","Black","Female","Deceased",49,1998
"marvel","Gabriel Cohuelo (Earth-616)","Good","Brown","Black","Male","Living",49,2010
"marvel","Phillip Coulson (Earth-616)","Good","Blue","Brown","Male","Living",49,2012
"marvel","Christopher Muse (Earth-616)","Good","Brown","Black","Male","Living",49,2013
"marvel","Umar (Earth-616)","Bad","Green","Black","Female","Living",48,1966
"marvel","Sha Shan (Earth-616)","Good","others","Black","Female","Living",48,1972
"marvel","Blood Brothers (Earth-616)","Bad","Red","No","Male","Living",48,1973
"marvel","Nekra Sinclair (Earth-616)","Bad","Black","Black","Female","Deceased",48,1973
"marvel","In-Betweener (Earth-616)","Neutral","Black","No","Male","Living",48,1975
"marvel","Eric Payne (Earth-616)","Good","Brown","Brown","Male","Living",48,1977
"marvel","Mentor (Imperial Guard) (Earth-616)","Neutral","White","No","Male","Living",48,1977
"marvel","Starbolt (Earth-616)","Neutral","Yellow","No","Male","Deceased",48,1977
"marvel","Manta (Earth-616)","Neutral","White","No","Female","Living",48,1980
"marvel","Lorelei (Asgardian) (Earth-616)","Bad","Blue","Red","Female","Living",48,1983
"marvel","Rick Sheridan (Earth-616)","Good","Brown","others","Male","Living",48,1991
"marvel","Frances Barrison (Earth-616)","Bad","Blue","others","Female","Living",48,1993
"marvel","Tsu-Zana (Earth-616)","Good","Blue","Blond","Female","Living",48,1996
"marvel","Richard Gilmore (Earth-616)","Good","Blue","Black","Male","Living",48,1998
"marvel","Tarene (Earth-616)","Good","Blue","Blond","Female","Living",48,2000
"marvel","Melati Kusuma (Earth-616)","Good","Brown","Black","Female","Living",48,2007
"marvel","Jonas Graymalkin (Earth-616)","Good","White","No","Male","Living",48,2008
"marvel","Ulysses Bloodstone (Earth-616)","Neutral","Blue","Blond","Male","Deceased",47,1960
"marvel","Maxwell Markham (Earth-616)","Neutral","Blue","Blond","Male","Living",47,1974
"marvel","Baron Karza (Earth-616)","Bad","Red","Black","Male","Living",47,1979
"marvel","Lindsay McCabe (Earth-616)","Good","Blue","Blond","Female","Living",47,1979
"marvel","Colin Hume (Earth-616)","Good","Brown","Black","Male","Living",47,1990
"marvel","Regan Wyngarde (Earth-616)","Bad","Blue","Blond","Female","Living",47,2001
"marvel","Michael Pointer (Earth-616)","Good","Blue","Blond","Male","Living",47,2006
"marvel","Jerry Sledge (Earth-616)","Good","Brown","Bald","Male","Living",47,2008
"marvel","Nicholas Bromwell (Earth-616)","Good","Blue","others","Male","Living",46,1964
"marvel","Edgar Plunder (Earth-616)","Bad","Black","others","Male","Living",46,1966
"marvel","Vanessa Fisk (Earth-616)","Neutral","Blue","Black","Female","Deceased",46,1969
"marvel","Lissa Russell (Earth-616)","Good","Blue","Brown","Female","Living",46,1972
"marvel","Wundarr (Earth-616)","Good","Brown","Brown","Male","Living",46,1973
"marvel","Stephanie Hunter (Earth-616)","Good","Black","Black","Female","Living",46,1980
"marvel","Rachel Carpenter (Earth-616)","Good","Brown","Blond","Female","Living",46,1987
"marvel","Cerise (Earth-616)","Good","others","Black","Female","Living",46,1992
"marvel","Myles Alfred (Earth-616)","Good","Brown","Brown","Male","Deceased",46,2001
"marvel","Gertrude Yorkes (Earth-616)","Good","Green","Black","Female","Deceased",46,2003
"marvel","Alexander Aaron (Earth-616)","Good","Blue","Blond","Male","Deceased",46,2006
"marvel","Kubark (Earth-616)","Good","Red","Red","Male","Living",46,2011
"marvel","Elihas Starr (Earth-616)","Bad","Blue","Bald","Male","Deceased",45,1962
"marvel","James Wilson (Earth-616)","Good","Brown","Black","Male","Deceased",45,1970
"marvel","Claire Temple (Earth-616)","Good","Brown","Black","Female","Living",45,1972
"marvel","Stuart Clarke (Earth-616)","Bad","Blue","Black","Male","Deceased",45,1976
"marvel","Malekith (Earth-616)","Bad","Blue","Blond","Male","Living",45,1984
"marvel","Oswald Silkworth (Earth-616)","Bad","Brown","Bald","Male","Deceased",45,1984
"marvel","Jesse Aaronson (Earth-616)","Good","Brown","Black","Male","Deceased",45,1998
"marvel","Miranda Leevald (Earth-616)","Neutral","Green","Black","Female","Living",45,2001
"marvel","Angela del Toro (Earth-616)","Neutral","Brown","Brown","Female","Living",45,2003
"marvel","Laurie Collins (Earth-616)","Good","Blue","Blond","Female","Deceased",45,2003
"marvel","Gabriel Summers (Earth-616)","Bad","Blue","Brown","Male","Deceased",45,2006
"marvel","Miek (Earth-616)","Bad","Yellow","No","Male","Deceased",45,2006
"marvel","Joseph Green (Earth-616)","Good","Brown","Bald","Male","Living",45,2007
"marvel","Maki Matsumoto (Earth-616)","Bad","Brown","Black","Female","Living",45,2008
"marvel","Mark Todd (Earth-616)","Good","Brown","Bald","Male","Deceased",44,1941
"marvel","Robert Baxter (Earth-616)","Bad","Blue","Black","Male","Living",44,1944
"marvel","Mordred (Earth-616)","Bad","Blue","Black","Male","Deceased",44,1955
"marvel","Alexander Gentry (Earth-616)","Neutral","Blue","others","Male","Deceased",44,1963
"marvel","Idunn (Earth-616)","Good","Blue","Blond","Female","Living",44,1965
"marvel","Ahmet Abdol (Earth-616)","Bad","Red","Bald","Male","Living",44,1969
"marvel","Jackson Norriss (Earth-616)","Good","Blue","Brown","Male","Living",44,1970
"marvel","John Falsworth (Earth-616)","Bad","Blue","Black","Male","Deceased",44,1976
"marvel","Eshu (Earth-616)","Bad","Green","Black","Male","Deceased",44,1983
"marvel","Erg (Earth-616)","Neutral","others","Black","Male","Living",44,1985
"marvel","Abraham Zimmer (Earth-616)","Good","Blue","White","Male","Deceased",44,1987
"marvel","Laura Dean (Earth-616)","Good","Brown","Black","Female","Living",44,1987
"marvel","Christopher Bradley (Earth-616)","Good","Blue","Brown","Male","Deceased",44,1995
"marvel","Void (Dark Sentry) (Earth-616)","Bad","others","Black","Male","Deceased",44,2000
"marvel","Red Raven (Liberty Legion) (Earth-616)","Good","Blue","Red","Male","Deceased",43,1940
"marvel","Elaine Grey (Earth-616)","Good","Blue","others","Female","Deceased",43,1964
"marvel","Milos Masaryk (Earth-616)","Bad","Blue","Black","Male","Living",43,1964
"marvel","Vera Cantor (Earth-616)","Good","Brown","Brown","Female","Living",43,1966
"marvel","Noah Black (Earth-616)","Bad","Brown","Bald","Male","Living",43,1968
"marvel","Charles Barton (Earth-616)","Neutral","Blue","Red","Male","Living",43,1969
"marvel","Howard Stark (Earth-616)","Good","Blue","others","Male","Deceased",43,1970
"marvel","Jackson Day (Earth-616)","Bad","Red","White","Male","Living",43,1976
"marvel","Belasco (Earth-616)","Bad","Black","Brown","Male","Living",43,1982
"marvel","Edward Lavell (Earth-616)","Bad","Brown","Brown","Male","Living",43,1983
"marvel","Frank Simpson (Earth-616)","Bad","Blue","Blond","Male","Deceased",43,1986
"marvel","Silas Burr (Earth-616)","Bad","Blue","Black","Male","Deceased",43,1991
"marvel","Carlos LaMuerto (Earth-616)","Neutral","Brown","Black","Male","Living",43,1997
"marvel","Milla Donovan (Earth-616)","Good","White","Black","Female","Living",43,2003
"marvel","Tomi Shishido (Earth-616)","Bad","Green","Black","Male","Living",43,2004
"marvel","Samuel Alexander (Earth-616)","Good","Blue","Black","Male","Living",43,2012
"marvel","Leila Taylor (Earth-616)","Good","Brown","Black","Female","Living",42,1971
"marvel","Lei-Kung (Earth-616)","Good","Black","Bald","Male","Living",42,1974
"marvel","Lilith Drake (Earth-616)","Neutral","Red","Black","Female","Living",42,1974
"marvel","Gwendolyne Stacy (Clone) (Earth-616)","Neutral","Blue","Blond","Female","Deceased",42,1975
"marvel","Grannz (Earth-616)","Neutral","others","others","Male","Living",42,1977
"marvel","Andromeda Attumasen (Earth-616)","Good","Green","others","Female","Living",42,1985
"marvel","Blackheart (Earth-616)","Bad","Red","Black","Male","Living",42,1989
"marvel","Pantu Hurageb (Earth-616)","Bad","Brown","Black","Male","Living",42,1990
"marvel","Doreen Green (Earth-616)","Good","Brown","Brown","Female","Living",42,1991
"marvel","Peter Hunter (Earth-616)","Good","Blue","others","Male","Living",42,1991
"marvel","Algernon Crowe (Earth-616)","Bad","Brown","Brown","Male","Living",42,1992
"marvel","Justine Hammer (Earth-616)","Bad","Blue","Black","Female","Deceased",42,1997
"marvel","Johnathon Gallo (Earth-616)","Good","Blue","others","Male","Living",42,1998
"marvel","Maria de Guadalupe Santiago (Earth-616)","Good","Brown","Black","Female","Living",42,1998
"marvel","Elsa Bloodstone (Earth-616)","Good","Blue","Blond","Female","Living",42,2001
"marvel","Thor Odinson (Ragnarok) (Earth-616)","Neutral","Red","Bald","Male","Living",42,2006
"marvel","Roger Brokeridge (Earth-616)","Neutral","Green","Blond","Male","Living",42,2007
"marvel","Phineas Horton (Earth-616)","Good","Blue","Brown","Male","Deceased",41,1939
"marvel","Byrrah (Earth-616)","Bad","Blue","Blond","Male","Living",41,1954
"marvel","Orka (Earth-616)","Neutral","Black","Black","Male","Deceased",41,1970
"marvel","Grom (Earth-616)","Neutral","Black","Red","Male","Living",41,1971
"marvel","Daniel Berkhart (Earth-616)","Bad","Blue","Brown","Male","Deceased",41,1975
"marvel","Simon Maddicks (Earth-616)","Bad","Brown","Brown","Male","Living",41,1977
"marvel","Iann-23 (Earth-616)","Good","Blue","No","Male","Living",41,1982
"marvel","Obadiah Stane (Earth-616)","Bad","Blue","Bald","Male","Deceased",41,1982
"marvel","Martin Preston (Earth-616)","Bad","Blue","Black","Male","Living",41,1986
"marvel","Nick Katzenberg (Earth-616)","Bad","Brown","Brown","Male","Living",41,1989
"marvel","Century (Alien) (Earth-616)","Good","White","White","Male","Living",41,1994
"marvel","Charles Burlingame (Earth-616)","Good","Brown","Black","Male","Deceased",41,1998
"marvel","Juston Seyfert (Earth-616)","Good","Green","Brown","Male","Deceased",41,2003
"marvel","Gunna Sijurvald (Earth-616)","Neutral","Brown","Black","Female","Living",41,2010
"marvel","Phoebus Apollo (Earth-616)","Good","Blue","Blond","Male","Living",40,1948
"marvel","Leopold Stryke (Earth-616)","Bad","Green","Brown","Male","Deceased",40,1963
"marvel","Raymond Bloch (Earth-616)","Bad","Brown","Brown","Male","Deceased",40,1964
"marvel","Mendel Stromm (Earth-616)","Bad","Red","Bald","Male","Living",40,1966
